firma_id,il,kasaba,toplam_varliklar(€),ozkaynaklar(€),net_ciro(€),faaliyet_karı(€),kredi_bakiyesi(€),temerrut_durumu,pd,lgd,ead(€),ecl(€),rwa(€),overdraft_limit(€),geciken_taksit_sayisi,erken_uyari_seviye,tarih
82,TO,Torino,3836137.487250285,1790914.3617111044,279846.5946399209,-26831.70368845437,922205.1415275644,0,0.014,0.37,932467.1068410262,4830.179613436516,3160450.490378299,13733.781983480014,3,1,2024-01-01
82,TO,Torino,3836137.487250285,1790914.3617111044,279846.5946399209,-26831.70368845437,922205.1415275644,0,0.089,0.28,937502.4588994838,23362.561275775137,1386389.0997616868,13733.781983480014,3,1,2024-01-31
82,TO,Torino,3836137.487250285,1790914.3617111044,279846.5946399209,-26831.70368845437,922205.1415275644,0,0.066,0.45,932952.3871422686,27708.68589812538,2165950.2219239273,13733.781983480014,3,1,2024-03-01
82,TO,Torino,3836137.487250285,1790914.3617111044,279846.5946399209,-26831.70368845437,922205.1415275644,0,0.051,0.48,932490.9686150637,22827.378911696756,2022054.0019899248,13733.781983480014,3,1,2024-03-31
82,TO,Torino,3836137.487250285,1790914.3617111044,279846.5946399209,-26831.70368845437,922205.1415275644,0,0.035,0.52,941395.3344340358,17133.395086699453,2542410.941208563,13733.781983480014,3,1,2024-04-30
82,TO,Torino,3836137.487250285,1790914.3617111044,279846.5946399209,-26831.70368845437,922205.1415275644,0,0.088,0.21,942047.0241497867,17409.02900628806,2464531.7998501253,13733.781983480014,3,1,2024-05-30
83,TO,Torino,9249762.504942335,1985319.037105315,2928053.229601981,189385.77239795818,227127.19719926827,1,0.13,0.26,286051.0651026046,9668.526000468037,7183754.503048531,43459.855703670844,2,1,2024-01-01
83,TO,Torino,9249762.504942335,1985319.037105315,2928053.229601981,189385.77239795818,227127.19719926827,0,0.08,0.38,277998.71870732476,8451.161048702672,4836205.169891072,43459.855703670844,2,1,2024-01-31
83,TO,Torino,9249762.504942335,1985319.037105315,2928053.229601981,189385.77239795818,227127.19719926827,1,0.156,0.4,285554.7290420058,17818.615092221164,4323859.289937483,43459.855703670844,2,1,2024-03-01
83,TO,Torino,9249762.504942335,1985319.037105315,2928053.229601981,189385.77239795818,227127.19719926827,0,0.049,0.38,264611.74566553964,4927.070704292349,6573366.19590293,43459.855703670844,2,2,2024-03-31
83,TO,Torino,9249762.504942335,1985319.037105315,2928053.229601981,189385.77239795818,227127.19719926827,0,0.008,0.45,290284.67529231036,1045.0248310523175,6277724.689437,43459.855703670844,2,2,2024-04-30
83,TO,Torino,9249762.504942335,1985319.037105315,2928053.229601981,189385.77239795818,227127.19719926827,0,0.086,0.57,256863.29529226825,12591.438735226988,5603524.8617203925,43459.855703670844,2,1,2024-05-30
84,TO,Torino,4111629.720662859,1131991.3166516153,4077397.8436045605,-363989.823717576,532944.3416498853,0,0.069,0.35,624024.9721020302,15070.20307626403,2869191.454874576,66525.96041642444,2,1,2024-01-01
84,TO,Torino,4111629.720662859,1131991.3166516153,4077397.8436045605,-363989.823717576,532944.3416498853,0,0.047,0.53,607090.2533105579,15122.618209965998,3628569.630219519,66525.96041642444,2,1,2024-01-31
84,TO,Torino,4111629.720662859,1131991.3166516153,4077397.8436045605,-363989.823717576,532944.3416498853,0,0.002,0.32,612641.8083360011,392.09075733504073,3507968.1918652486,66525.96041642444,2,1,2024-03-01
84,TO,Torino,4111629.720662859,1131991.3166516153,4077397.8436045605,-363989.823717576,532944.3416498853,0,0.043,0.36,581598.0171948414,9003.137306176144,1625984.1581339876,66525.96041642444,2,1,2024-03-31
84,TO,Torino,4111629.720662859,1131991.3166516153,4077397.8436045605,-363989.823717576,532944.3416498853,0,0.021,0.2,607936.2893896763,2553.332415436641,2144061.8857302694,66525.96041642444,2,4,2024-04-30
84,TO,Torino,4111629.720662859,1131991.3166516153,4077397.8436045605,-363989.823717576,532944.3416498853,0,0.035,0.34,566769.5657506083,6744.5578324322405,3648847.569272433,66525.96041642444,2,1,2024-05-30
85,NA,Napoli,9407780.36381949,6917019.810735245,2700833.4846255197,170364.99078185137,657240.1437265947,0,0.042,0.5,680588.0031159776,14292.348065435532,6197927.854235834,39317.95118155381,3,2,2024-01-01
85,NA,Napoli,9407780.36381949,6917019.810735245,2700833.4846255197,170364.99078185137,657240.1437265947,0,0.073,0.35,714053.2881937484,18244.06151335027,5995224.785302785,39317.95118155381,3,2,2024-01-31
85,NA,Napoli,9407780.36381949,6917019.810735245,2700833.4846255197,170364.99078185137,657240.1437265947,0,0.028,0.23,704727.7352257137,4538.446614853597,6003182.724229884,39317.95118155381,3,3,2024-03-01
85,NA,Napoli,9407780.36381949,6917019.810735245,2700833.4846255197,170364.99078185137,657240.1437265947,1,0.245,0.37,692939.372994796,62814.954161978254,4959667.755512312,39317.95118155381,3,2,2024-03-31
85,NA,Napoli,9407780.36381949,6917019.810735245,2700833.4846255197,170364.99078185137,657240.1437265947,0,0.048,0.22,689070.3568220586,7276.582968040938,4747280.112310097,39317.95118155381,3,3,2024-04-30
85,NA,Napoli,9407780.36381949,6917019.810735245,2700833.4846255197,170364.99078185137,657240.1437265947,0,0.081,0.47,705697.2168508087,26865.893045510285,5668650.826548196,39317.95118155381,3,2,2024-05-30
86,RM,Roma,6129386.552598466,4053903.4312290368,2261510.680617848,94638.99217005412,647140.460512422,1,0.032,0.33,656665.2782643326,6934.385338471352,4556738.483577703,11699.671872972442,3,1,2024-01-01
86,RM,Roma,6129386.552598466,4053903.4312290368,2261510.680617848,94638.99217005412,647140.460512422,0,0.01,0.24,661509.802791373,1587.623526699295,3229540.8087799754,11699.671872972442,3,4,2024-01-31
86,RM,Roma,6129386.552598466,4053903.4312290368,2261510.680617848,94638.99217005412,647140.460512422,0,0.045,0.25,657101.3150630422,7392.3897944592245,6121759.85146504,11699.671872972442,3,3,2024-03-01
86,RM,Roma,6129386.552598466,4053903.4312290368,2261510.680617848,94638.99217005412,647140.460512422,0,0.057,0.46,655441.7827951513,17185.68354488887,2461401.670977844,11699.671872972442,3,3,2024-03-31
86,RM,Roma,6129386.552598466,4053903.4312290368,2261510.680617848,94638.99217005412,647140.460512422,1,0.595,0.52,660753.0529479879,204436.99458210747,3322196.0168123064,11699.671872972442,3,1,2024-04-30
86,RM,Roma,6129386.552598466,4053903.4312290368,2261510.680617848,94638.99217005412,647140.460512422,0,0.07,0.51,662659.5330008512,23656.945328130387,5759389.212219317,11699.671872972442,3,3,2024-05-30
87,TO,Torino,9997438.595355118,3463496.6968597276,3828372.695300442,290718.40569242206,268632.6811290466,0,0.004,0.48,377067.834114355,723.9702414995616,9548263.04564411,98208.62690640734,4,1,2024-01-01
87,TO,Torino,9997438.595355118,3463496.6968597276,3828372.695300442,290718.40569242206,268632.6811290466,0,0.027,0.21,321261.97239240864,1821.555383464957,9401595.895328406,98208.62690640734,4,1,2024-01-31
87,TO,Torino,9997438.595355118,3463496.6968597276,3828372.695300442,290718.40569242206,268632.6811290466,0,0.003,0.31,396768.02848140406,368.99426648770583,7306564.731291488,98208.62690640734,4,2,2024-03-01
87,TO,Torino,9997438.595355118,3463496.6968597276,3828372.695300442,290718.40569242206,268632.6811290466,0,0.032,0.39,349465.3606035651,4361.327700332493,8870524.99420025,98208.62690640734,4,1,2024-03-31
87,TO,Torino,9997438.595355118,3463496.6968597276,3828372.695300442,290718.40569242206,268632.6811290466,0,0.015,0.47,407430.9052125074,2872.387881748177,7258222.481682529,98208.62690640734,4,2,2024-04-30
87,TO,Torino,9997438.595355118,3463496.6968597276,3828372.695300442,290718.40569242206,268632.6811290466,1,0.38,0.3,346452.31555409543,39495.56397316688,7935113.473360845,98208.62690640734,4,2,2024-05-30
88,MI,Milano,3104612.6947112503,1264218.1176895502,4955729.718258481,-343998.18788368744,410598.5781556983,0,0.07,0.22,420218.6159895725,6471.3666862394175,1905361.63915669,7182.3055885532385,3,2,2024-01-01
88,MI,Milano,3104612.6947112503,1264218.1176895502,4955729.718258481,-343998.18788368744,410598.5781556983,0,0.068,0.51,417588.49266671186,14481.968925681569,2273845.8036284,7182.3055885532385,3,1,2024-01-31
88,MI,Milano,3104612.6947112503,1264218.1176895502,4955729.718258481,-343998.18788368744,410598.5781556983,0,0.05,0.54,419945.286316488,11338.522730545177,1823504.744132172,7182.3055885532385,3,1,2024-03-01
88,MI,Milano,3104612.6947112503,1264218.1176895502,4955729.718258481,-343998.18788368744,410598.5781556983,0,0.083,0.29,417956.3930476695,10060.210380657405,2683216.546232449,7182.3055885532385,3,1,2024-03-31
88,MI,Milano,3104612.6947112503,1264218.1176895502,4955729.718258481,-343998.18788368744,410598.5781556983,0,0.025,0.24,419895.2412093179,2519.3714472559072,1146465.2796423128,7182.3055885532385,3,1,2024-04-30
88,MI,Milano,3104612.6947112503,1264218.1176895502,4955729.718258481,-343998.18788368744,410598.5781556983,0,0.035,0.59,421226.4823379187,8698.326860278023,1514409.005564084,7182.3055885532385,3,1,2024-05-30
89,MI,Milano,7080126.513633253,3331850.1995414137,548726.5775999026,61598.31474950682,40863.16002080201,0,0.012,0.48,163886.72699240549,943.9875474762555,5357810.051820436,87149.47235873197,2,2,2024-01-01
89,MI,Milano,7080126.513633253,3331850.1995414137,548726.5775999026,61598.31474950682,40863.16002080201,0,0.019,0.46,113002.98384361556,987.6460787931999,6386638.481921415,87149.47235873197,2,1,2024-01-31
89,MI,Milano,7080126.513633253,3331850.1995414137,548726.5775999026,61598.31474950682,40863.16002080201,0,0.04,0.58,97783.51327260143,2268.577507924353,2172839.690879828,87149.47235873197,2,1,2024-03-01
89,MI,Milano,7080126.513633253,3331850.1995414137,548726.5775999026,61598.31474950682,40863.16002080201,0,0.022,0.3,95758.50847558113,632.0061559388354,5669803.136231917,87149.47235873197,2,1,2024-03-31
89,MI,Milano,7080126.513633253,3331850.1995414137,548726.5775999026,61598.31474950682,40863.16002080201,0,0.029,0.42,148093.2882988737,1803.7762514802816,4765020.755740737,87149.47235873197,2,3,2024-04-30
89,MI,Milano,7080126.513633253,3331850.1995414137,548726.5775999026,61598.31474950682,40863.16002080201,1,0.223,0.51,148824.04692989204,16925.75885733662,6549649.5511155045,87149.47235873197,2,1,2024-05-30
90,MI,Milano,5351684.553258143,2405392.6936332393,4259365.750533543,-132420.72259183522,247311.98746002026,0,0.098,0.41,300556.6877450956,12076.36771359794,1916583.4322236062,37887.9052541309,3,1,2024-01-01
90,MI,Milano,5351684.553258143,2405392.6936332393,4259365.750533543,-132420.72259183522,247311.98746002026,0,0.059,0.53,303699.1214718778,9496.671528425619,3062212.7490117326,37887.9052541309,3,1,2024-01-31
90,MI,Milano,5351684.553258143,2405392.6936332393,4259365.750533543,-132420.72259183522,247311.98746002026,0,0.061,0.28,285003.9537686059,4867.867530367789,4386332.558301107,37887.9052541309,3,2,2024-03-01
90,MI,Milano,5351684.553258143,2405392.6936332393,4259365.750533543,-132420.72259183522,247311.98746002026,0,0.031,0.59,291389.35984013823,5329.511391476128,3134836.2644196493,37887.9052541309,3,1,2024-03-31
90,MI,Milano,5351684.553258143,2405392.6936332393,4259365.750533543,-132420.72259183522,247311.98746002026,0,0.025,0.27,286330.23627250834,1932.7290948394316,2691850.1008747234,37887.9052541309,3,2,2024-04-30
90,MI,Milano,5351684.553258143,2405392.6936332393,4259365.750533543,-132420.72259183522,247311.98746002026,0,0.066,0.31,266265.14436392346,5447.784853685875,2081030.583351905,37887.9052541309,3,3,2024-05-30
91,NA,Napoli,8686810.927242042,2954952.6807653,3902940.9275001814,322271.6007437902,971195.6643353708,0,0.062,0.48,1005541.5149130523,29924.915483812434,7928972.537137888,37986.96029387185,4,1,2024-01-01
91,NA,Napoli,8686810.927242042,2954952.6807653,3902940.9275001814,322271.6007437902,971195.6643353708,0,0.005,0.42,1017109.7753558862,2135.930528247361,3301915.1607047804,37986.96029387185,4,1,2024-01-31
91,NA,Napoli,8686810.927242042,2954952.6807653,3902940.9275001814,322271.6007437902,971195.6643353708,0,0.037,0.3,1015724.0043986689,11274.536448825223,3802487.6881088605,37986.96029387185,4,3,2024-03-01
91,NA,Napoli,8686810.927242042,2954952.6807653,3902940.9275001814,322271.6007437902,971195.6643353708,0,0.071,0.4,1023235.1242275466,29059.877528062323,3373406.305156324,37986.96029387185,4,2,2024-03-31
91,NA,Napoli,8686810.927242042,2954952.6807653,3902940.9275001814,322271.6007437902,971195.6643353708,0,0.049,0.4,1017614.8546632377,19945.25115139946,8308232.396685106,37986.96029387185,4,1,2024-04-30
91,NA,Napoli,8686810.927242042,2954952.6807653,3902940.9275001814,322271.6007437902,971195.6643353708,0,0.081,0.24,1027670.7564971043,19977.919506303708,6372156.073949309,37986.96029387185,4,2,2024-05-30
92,MI,Milano,2069027.8590863722,712133.2907484114,3313784.0003412883,573013.0720340955,982566.6489723909,0,0.01,0.2,996020.5849329574,1992.041169865915,720627.9327402981,20605.06371647827,2,4,2024-01-01
92,MI,Milano,2069027.8590863722,712133.2907484114,3313784.0003412883,573013.0720340955,982566.6489723909,0,0.016,0.3,1012158.1078788391,4858.3589178184275,1374066.5525641504,20605.06371647827,2,1,2024-01-31
92,MI,Milano,2069027.8590863722,712133.2907484114,3313784.0003412883,573013.0720340955,982566.6489723909,0,0.04,0.33,997140.2504150796,13162.251305479052,1167878.8653459563,20605.06371647827,2,1,2024-03-01
92,MI,Milano,2069027.8590863722,712133.2907484114,3313784.0003412883,573013.0720340955,982566.6489723909,0,0.03,0.43,994226.8930895305,12825.526920854943,897756.1737682702,20605.06371647827,2,1,2024-03-31
92,MI,Milano,2069027.8590863722,712133.2907484114,3313784.0003412883,573013.0720340955,982566.6489723909,1,0.233,0.47,998125.2693018825,109304.69824124915,804693.5631354988,20605.06371647827,2,1,2024-04-30
92,MI,Milano,2069027.8590863722,712133.2907484114,3313784.0003412883,573013.0720340955,982566.6489723909,0,0.017,0.27,1008544.6748528471,4629.220057574568,643646.9447393034,20605.06371647827,2,2,2024-05-30
93,NA,Napoli,3856667.6678753016,1943490.537660779,2836009.6742122844,-16986.82350129634,302157.77158244245,0,0.017,0.3,364124.79031737597,1857.0364306186175,1611247.5311850891,73606.78308415567,1,2,2024-01-01
93,NA,Napoli,3856667.6678753016,1943490.537660779,2836009.6742122844,-16986.82350129634,302157.77158244245,1,0.459,0.37,339292.7234789431,57622.08322842891,2002741.32465688,73606.78308415567,1,2,2024-01-31
93,NA,Napoli,3856667.6678753016,1943490.537660779,2836009.6742122844,-16986.82350129634,302157.77158244245,0,0.012,0.38,357602.28828836716,1630.6664345949541,3611625.2765817386,73606.78308415567,1,1,2024-03-01
93,NA,Napoli,3856667.6678753016,1943490.537660779,2836009.6742122844,-16986.82350129634,302157.77158244245,0,0.002,0.33,387570.1138756045,255.79627515789898,3128874.47380006,73606.78308415567,1,1,2024-03-31
93,NA,Napoli,3856667.6678753016,1943490.537660779,2836009.6742122844,-16986.82350129634,302157.77158244245,0,0.037,0.47,341949.3030087596,5946.49837932233,2211903.3815563293,73606.78308415567,1,2,2024-04-30
93,NA,Napoli,3856667.6678753016,1943490.537660779,2836009.6742122844,-16986.82350129634,302157.77158244245,0,0.072,0.28,357157.1366909403,7200.287875689357,3846108.532505863,73606.78308415567,1,1,2024-05-30
94,MI,Milano,1888560.7191338527,525049.6311529086,1671892.070233897,-61771.813338674925,502711.0799522944,0,0.082,0.21,558398.6390350666,9615.624564183847,1049219.6413212195,48126.049981131866,3,2,2024-01-01
94,MI,Milano,1888560.7191338527,525049.6311529086,1671892.070233897,-61771.813338674925,502711.0799522944,0,0.035,0.24,530125.8854550926,4453.057437822779,1345137.222546345,48126.049981131866,3,2,2024-01-31
94,MI,Milano,1888560.7191338527,525049.6311529086,1671892.070233897,-61771.813338674925,502711.0799522944,0,0.051,0.37,545932.468379505,10301.745678321258,601530.8227122554,48126.049981131866,3,1,2024-03-01
94,MI,Milano,1888560.7191338527,525049.6311529086,1671892.070233897,-61771.813338674925,502711.0799522944,1,0.525,0.33,555062.3759857642,96164.55663953365,1686688.1614879556,48126.049981131866,3,1,2024-03-31
94,MI,Milano,1888560.7191338527,525049.6311529086,1671892.070233897,-61771.813338674925,502711.0799522944,0,0.008,0.4,573429.392790315,1834.974056929008,1482986.0338344753,48126.049981131866,3,1,2024-04-30
94,MI,Milano,1888560.7191338527,525049.6311529086,1671892.070233897,-61771.813338674925,502711.0799522944,0,0.077,0.54,556501.3054708471,23139.32428147782,1418490.815003978,48126.049981131866,3,1,2024-05-30
95,RM,Roma,8302449.569856934,5587259.011775462,1332223.9633115684,150012.43624257023,222706.06036074812,0,0.099,0.5,229164.76073223382,11343.655656245575,6073429.618256095,4992.685944099786,3,4,2024-01-01
95,RM,Roma,8302449.569856934,5587259.011775462,1332223.9633115684,150012.43624257023,222706.06036074812,0,0.086,0.58,229844.89479824886,11464.663352536652,4707412.030808754,4992.685944099786,3,1,2024-01-31
95,RM,Roma,8302449.569856934,5587259.011775462,1332223.9633115684,150012.43624257023,222706.06036074812,0,0.007,0.24,226124.30901273197,379.8888391413897,4473077.724379282,4992.685944099786,3,2,2024-03-01
95,RM,Roma,8302449.569856934,5587259.011775462,1332223.9633115684,150012.43624257023,222706.06036074812,0,0.022,0.47,228718.54771507098,2364.9497833738337,5737288.517256099,4992.685944099786,3,3,2024-03-31
95,RM,Roma,8302449.569856934,5587259.011775462,1332223.9633115684,150012.43624257023,222706.06036074812,0,0.019,0.37,225835.04022494043,1587.6203327813312,5781886.493368663,4992.685944099786,3,1,2024-04-30
95,RM,Roma,8302449.569856934,5587259.011775462,1332223.9633115684,150012.43624257023,222706.06036074812,0,0.018,0.33,228237.75343828267,1355.732255423399,5837034.244492225,4992.685944099786,3,1,2024-05-30
96,NA,Napoli,1336706.1263322707,288736.6204724491,111506.68927996472,18280.755736323124,54637.96744533602,0,0.083,0.22,153894.66076746178,2810.1165056138525,914147.4621801698,73390.88987745138,1,1,2024-01-01
96,NA,Napoli,1336706.1263322707,288736.6204724491,111506.68927996472,18280.755736323124,54637.96744533602,0,0.029,0.41,95126.67042666078,1131.0561113729966,549353.2159181033,73390.88987745138,1,3,2024-01-31
96,NA,Napoli,1336706.1263322707,288736.6204724491,111506.68927996472,18280.755736323124,54637.96744533602,0,0.024,0.38,129285.374536917,1179.082615776683,1115517.8022619197,73390.88987745138,1,1,2024-03-01
96,NA,Napoli,1336706.1263322707,288736.6204724491,111506.68927996472,18280.755736323124,54637.96744533602,0,0.062,0.25,102806.7157635341,1593.5040943347785,809941.7986554481,73390.88987745138,1,1,2024-03-31
96,NA,Napoli,1336706.1263322707,288736.6204724491,111506.68927996472,18280.755736323124,54637.96744533602,0,0.058,0.36,103865.66154221134,2168.715013001373,613262.0189502458,73390.88987745138,1,2,2024-04-30
96,NA,Napoli,1336706.1263322707,288736.6204724491,111506.68927996472,18280.755736323124,54637.96744533602,0,0.052,0.27,139984.6921489557,1965.3850777713383,1198727.468386121,73390.88987745138,1,1,2024-05-30
97,MI,Milano,4965990.835735084,3899874.0327031706,1699546.615726102,133438.03894199937,99293.74319824192,0,0.018,0.23,165026.22546128265,683.2085734097101,2733625.478255756,60995.48524546487,2,1,2024-01-01
97,MI,Milano,4965990.835735084,3899874.0327031706,1699546.615726102,133438.03894199937,99293.74319824192,0,0.037,0.33,181636.89151894292,2217.7864454462933,4431655.860893815,60995.48524546487,2,1,2024-01-31
97,MI,Milano,4965990.835735084,3899874.0327031706,1699546.615726102,133438.03894199937,99293.74319824192,0,0.085,0.37,133846.04665386776,4209.458167264141,1495305.7816489453,60995.48524546487,2,2,2024-03-01
97,MI,Milano,4965990.835735084,3899874.0327031706,1699546.615726102,133438.03894199937,99293.74319824192,0,0.1,0.51,176225.85168653048,8987.518436013055,4810406.033972537,60995.48524546487,2,3,2024-03-31
97,MI,Milano,4965990.835735084,3899874.0327031706,1699546.615726102,133438.03894199937,99293.74319824192,0,0.017,0.5,152864.4855218526,1299.3481269357471,3134636.9869243843,60995.48524546487,2,2,2024-04-30
97,MI,Milano,4965990.835735084,3899874.0327031706,1699546.615726102,133438.03894199937,99293.74319824192,1,0.257,0.51,146159.00160043885,19157.06033976952,3916082.3128503133,60995.48524546487,2,1,2024-05-30
98,TO,Torino,8727921.413557284,1904674.6345631143,3578131.086074792,-308157.74911307986,273583.24240006343,0,0.046,0.21,330873.1753088858,3196.234873483837,5147276.298061767,50223.037952098755,3,1,2024-01-01
98,TO,Torino,8727921.413557284,1904674.6345631143,3578131.086074792,-308157.74911307986,273583.24240006343,0,0.066,0.37,307717.7966675092,7514.468594620575,6828519.360077134,50223.037952098755,3,2,2024-01-31
98,TO,Torino,8727921.413557284,1904674.6345631143,3578131.086074792,-308157.74911307986,273583.24240006343,0,0.013,0.51,332520.8205218116,2204.6130400596107,3321040.916901852,50223.037952098755,3,2,2024-03-01
98,TO,Torino,8727921.413557284,1904674.6345631143,3578131.086074792,-308157.74911307986,273583.24240006343,0,0.095,0.26,330979.80715992796,8175.201236850221,4952100.696910526,50223.037952098755,3,4,2024-03-31
98,TO,Torino,8727921.413557284,1904674.6345631143,3578131.086074792,-308157.74911307986,273583.24240006343,0,0.096,0.56,312274.22886473115,16787.86254376795,7527651.060523057,50223.037952098755,3,4,2024-04-30
98,TO,Torino,8727921.413557284,1904674.6345631143,3578131.086074792,-308157.74911307986,273583.24240006343,0,0.044,0.41,313507.0990028459,5655.668066011339,2711637.648641956,50223.037952098755,3,1,2024-05-30
99,NA,Napoli,2891175.1549834087,1347749.692122204,896957.2681463392,145285.82583788154,707862.0214040227,0,0.016,0.36,717202.5603149575,4131.086747414155,1090801.7840850272,9434.847278406536,0,1,2024-01-01
99,NA,Napoli,2891175.1549834087,1347749.692122204,896957.2681463392,145285.82583788154,707862.0214040227,0,0.005,0.25,719788.0157848899,899.7350197311124,903858.0755603897,9434.847278406536,0,3,2024-01-31
99,NA,Napoli,2891175.1549834087,1347749.692122204,896957.2681463392,145285.82583788154,707862.0214040227,0,0.08,0.56,721458.9155545637,32321.35941684446,2622972.1589903827,9434.847278406536,0,1,2024-03-01
99,NA,Napoli,2891175.1549834087,1347749.692122204,896957.2681463392,145285.82583788154,707862.0214040227,0,0.043,0.26,712789.5822553004,7968.987529614257,2626300.5190029033,9434.847278406536,0,2,2024-03-31
99,NA,Napoli,2891175.1549834087,1347749.692122204,896957.2681463392,145285.82583788154,707862.0214040227,0,0.093,0.47,719097.5423484241,31431.753576049618,2460037.48937285,9434.847278406536,0,1,2024-04-30
99,NA,Napoli,2891175.1549834087,1347749.692122204,896957.2681463392,145285.82583788154,707862.0214040227,0,0.097,0.57,720920.5604465245,39859.69778708834,1782299.4947568704,9434.847278406536,0,3,2024-05-30
100,TO,Torino,579119.2312630794,167429.4241915886,2099140.107496068,94498.29169575282,270872.08198564826,0,0.043,0.26,304492.4605824173,3404.2257093114254,391595.70842369826,36291.190413930955,4,1,2024-01-01
100,TO,Torino,579119.2312630794,167429.4241915886,2099140.107496068,94498.29169575282,270872.08198564826,0,0.078,0.47,312068.2804182138,11440.423160131717,542454.4977343233,36291.190413930955,4,1,2024-01-31
100,TO,Torino,579119.2312630794,167429.4241915886,2099140.107496068,94498.29169575282,270872.08198564826,0,0.079,0.42,300772.23236553365,9979.622669888407,228969.49513958232,36291.190413930955,4,3,2024-03-01
100,TO,Torino,579119.2312630794,167429.4241915886,2099140.107496068,94498.29169575282,270872.08198564826,0,0.088,0.43,313484.91167225986,11862.269057678313,499769.9403998072,36291.190413930955,4,2,2024-03-31
100,TO,Torino,579119.2312630794,167429.4241915886,2099140.107496068,94498.29169575282,270872.08198564826,0,0.052,0.52,302577.8912465074,8181.70617930556,331073.7891552588,36291.190413930955,4,1,2024-04-30
100,TO,Torino,579119.2312630794,167429.4241915886,2099140.107496068,94498.29169575282,270872.08198564826,1,0.064,0.46,304012.996700831,8950.142622872465,338167.1620080153,36291.190413930955,4,2,2024-05-30
101,TO,Torino,764227.9530357993,425081.52373345476,3871557.340563156,574786.2206468545,178825.08549983753,0,0.079,0.32,230861.79069991084,5836.186068893746,490233.8798302692,89844.48595773919,4,1,2024-01-01
101,TO,Torino,764227.9530357993,425081.52373345476,3871557.340563156,574786.2206468545,178825.08549983753,0,0.095,0.38,239443.93212373063,8643.925949666676,335538.4530781525,89844.48595773919,4,1,2024-01-31
101,TO,Torino,764227.9530357993,425081.52373345476,3871557.340563156,574786.2206468545,178825.08549983753,1,0.168,0.33,282984.3252149082,15688.650989914513,386525.8365866796,89844.48595773919,4,1,2024-03-01
101,TO,Torino,764227.9530357993,425081.52373345476,3871557.340563156,574786.2206468545,178825.08549983753,0,0.032,0.24,225422.62145000987,1731.2457327360758,659719.1600076719,89844.48595773919,4,1,2024-03-31
101,TO,Torino,764227.9530357993,425081.52373345476,3871557.340563156,574786.2206468545,178825.08549983753,0,0.08,0.42,251570.54483372025,8452.770306413,306855.0343765441,89844.48595773919,4,2,2024-04-30
101,TO,Torino,764227.9530357993,425081.52373345476,3871557.340563156,574786.2206468545,178825.08549983753,0,0.066,0.2,307079.6179720329,4053.4509572308352,264730.9558917853,89844.48595773919,4,1,2024-05-30
102,TO,Torino,4086845.3315518326,820692.9576901144,2510592.0812864457,315939.68197352136,825035.9665836245,0,0.069,0.3,925446.806894685,19156.74890271998,3736367.5672056526,88060.30233728256,0,1,2024-01-01
102,TO,Torino,4086845.3315518326,820692.9576901144,2510592.0812864457,315939.68197352136,825035.9665836245,1,0.596,0.24,889588.85194688,127246.78938248171,3944892.134847738,88060.30233728256,0,4,2024-01-31
102,TO,Torino,4086845.3315518326,820692.9576901144,2510592.0812864457,315939.68197352136,825035.9665836245,0,0.002,0.26,956775.3045887048,497.52315838612657,1740995.0144441035,88060.30233728256,0,2,2024-03-01
102,TO,Torino,4086845.3315518326,820692.9576901144,2510592.0812864457,315939.68197352136,825035.9665836245,0,0.003,0.44,893461.0625348462,1179.368602545997,3693014.1987056495,88060.30233728256,0,1,2024-03-31
102,TO,Torino,4086845.3315518326,820692.9576901144,2510592.0812864457,315939.68197352136,825035.9665836245,0,0.068,0.29,872130.5458137682,17198.41436344751,2396831.396510649,88060.30233728256,0,1,2024-04-30
102,TO,Torino,4086845.3315518326,820692.9576901144,2510592.0812864457,315939.68197352136,825035.9665836245,0,0.08,0.38,922475.7676854865,28043.26333763879,2954714.2268354045,88060.30233728256,0,3,2024-05-30
103,TO,Torino,4307523.899819655,1573400.673758085,1361922.84479571,82883.4698276836,454656.72070489044,0,0.022,0.28,495340.1446938646,3051.295291314206,1979069.6252118726,44571.956327508684,0,2,2024-01-01
103,TO,Torino,4307523.899819655,1573400.673758085,1361922.84479571,82883.4698276836,454656.72070489044,0,0.045,0.41,486014.67528780043,8966.970759059917,1761889.8564961734,44571.956327508684,0,3,2024-01-31
103,TO,Torino,4307523.899819655,1573400.673758085,1361922.84479571,82883.4698276836,454656.72070489044,0,0.042,0.21,499138.47687970434,4402.401366078992,2963226.694222948,44571.956327508684,0,2,2024-03-01
103,TO,Torino,4307523.899819655,1573400.673758085,1361922.84479571,82883.4698276836,454656.72070489044,0,0.019,0.3,513078.54175827553,2924.5476880221704,4148229.218427788,44571.956327508684,0,1,2024-03-31
103,TO,Torino,4307523.899819655,1573400.673758085,1361922.84479571,82883.4698276836,454656.72070489044,0,0.022,0.22,491451.0194400612,2378.622934089896,1725513.685658424,44571.956327508684,0,2,2024-04-30
103,TO,Torino,4307523.899819655,1573400.673758085,1361922.84479571,82883.4698276836,454656.72070489044,0,0.015,0.2,512963.8395635203,1538.8915186905608,1823530.300842816,44571.956327508684,0,2,2024-05-30
104,MI,Milano,3435526.939459781,1893977.0161456717,1612485.453562504,-119191.9122696381,230720.50847217606,0,0.079,0.2,246280.48159438648,3891.2316091913067,1044904.6823587781,19617.798081428486,3,1,2024-01-01
